hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Lf",both,,,,gross,372.85,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Lf",both,,,,discounted_cash,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Lf",both,,,,min,344.14055,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Lf",both,,,,max,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203147,CDM,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,gross,372.85,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203147,CDM,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,discounted_cash,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203147,CDM,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,min,344.14055,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203147,CDM,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,max,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,gross,372.85,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,discounted_cash,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,min,344.14055,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,max,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,gross,372.85,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,discounted_cash,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,min,344.14055,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 0mm Adv,Rt",both,,,,max,365.393,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203149,CDM,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,gross,361.5,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203149,CDM,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,discounted_cash,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203149,CDM,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,min,333.6645,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203149,CDM,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,max,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,gross,361.5,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,discounted_cash,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,min,333.6645,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,max,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,gross,361.5,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,discounted_cash,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,min,333.6645,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 3mm Adv,Rt",both,,,,max,354.27,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203150,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203150,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203150,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203150,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Lt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203151,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203151,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203151,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203151,CDM,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,gross,379.58,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,discounted_cash,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,min,350.35234,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 4mm Adv,Rt",both,,,,max,371.9884,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203154,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203154,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203154,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203154,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Lt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203155,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203155,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203155,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203155,CDM,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,gross,356.24,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,discounted_cash,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,min,328.80952,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt 8mm Adv,Rt",both,,,,max,349.1152,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203156,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203156,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203156,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203156,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Lt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203157,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203157,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203157,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653203157,CDM,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,gross,401.02,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,discounted_cash,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,min,370.14146,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,"11 Hl Le Fort 1 Plt10mm Adv,Rt",both,,,,max,392.9996,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653842214,CDM,11mm Cann Tib Nail,both,,,,gross,2245.74,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653842214,CDM,11mm Cann Tib Nail,both,,,,discounted_cash,2200.8252,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653842214,CDM,11mm Cann Tib Nail,both,,,,min,2072.81802,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,PX-H653842214,CDM,11mm Cann Tib Nail,both,,,,max,2200.8252,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,11mm Cann Tib Nail,both,,,,gross,2245.74,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,11mm Cann Tib Nail,both,,,,discounted_cash,2200.8252,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,11mm Cann Tib Nail,both,,,,min,2072.81802,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,C1713,HCPCS,11mm Cann Tib Nail,both,,,,max,2200.8252,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
Luminis Health Anne Arundel Medical Center,,278,RC,11mm Cann Tib Nail,both,,,,gross,2245.74,,,1/15/2026,1477517225_annearundelmedicalcenter_standardcharges.csv
